cod,razao,fantasia,endereco,numero,bairro,cidade,uf,vendedores,lat,lng,precisao
10248,PAN.E CONF.JACUTINGA LTDA,PAN.E CONF.JACUTINGA LTDA,PRACA FRANCISCO RULCIM,35,CENTRO,JACUTINGA,MG,2;27;53;97,-22.285833,-46.612222,cidade
10252,TOFOLI & NICOLETI LTDA,TOFOLI & NICOLETI LTDA,R.JOAO PESSOA,42,CENTRO,JACUTINGA,MG,2;27;53;97,-22.3012242,-46.6150276,rua
10257,SM.G.M.A.PEREIRA LTDA,SM.G.M.A.PEREIRA LTDA,PC. DA BANDEIRA,116,CENTRO,CAMBUI,MG,51;56;98;116;923,-22.6122501,-46.0572137,cidade
10260,CHIU YEU LI MONTUENGA,CHIU YEU LI MONTUENGA,R.PREFEITO DAVID BUENO LJ D,234,JD.SAO BENEDITO,CAMBUI,MG,51;56;98;116;923,-22.6122501,-46.0572137,cidade
10263,JOSE ARCANJO DE MORAIS NETO EPP,JOSE ARCANJO DE MORAIS NETO EP,R.DEPUTADO MILTON SALLES,149,CENTRO,CORREGO DO BOM JESUS,MG,51;56;98;116,-22.6307333,-46.0200774,rua
10264,HELAINE CRISTINA RODRIGUES PEREIRA,CAFETERIA E LANCHONETE SANTA E,RODOVIA FERNAO DIAS KM902,S/N,SAO MIGUEL,CAMBUI,MG,51;56;98;116;923,-22.6122501,-46.0572137,cidade
10266,JULI & PATY SUPERMERCADO LTDA,SM.S.JOAO,R.FRANCISCO MASSAFERA,169,SAO JOAO,POUSO ALEGRE,MG,54;61;81;157;167;192,-22.2371311,-45.9556507,rua
10268,MAGLIONI RIBEIRO E CIA LTDA - LJ.04,ALVORADA-REDE,R.SILVIANO BRANDAO,144/152,CENTRO,POUSO ALEGRE,MG,29;40;54;81;159;192;926,-22.2353991,-45.9440744,rua
10274,PANIF. GUIMARAES INDUSTRIA E COMERCIO LTDA,PANIF. GUIMARAES INDUSTRIA E C,R.GERALDINO CAMPISTA,40,SANTO ANTONIO,ITAJUBA,MG,32;52;72;156,-22.4388898,-45.469863,rua
10275,SUPERMERCADO M D DIAS LTDA ME,SUPERMERCADO M D DIAS LTDA ME,RUA JOSE DIAS CHAVES SOBRINHO,544,PIEDADE,ITAJUBA,MG,32;52;72;156,-22.4479661,-45.4851927,rua
10282,MAGLIONI RIBEIRO E CIA LTDA - LJ.03,SM.ALVORADA REDE,AV.CESARIO ALVIM,281,CENTRO,ITAJUBA,MG,88;92;94;155;183;193,-22.4267984,-45.4530064,rua
10283,MAGLIONI RIBEIRO E CIA LTDA - LJ.06,SM.ALVORADA,AV. GETULIO VARGAS,32,CENTRO,ITAJUBA,MG,88;92;94;155;183;193,-22.4238234,-45.4524156,cidade
10284,MAGLIONI RIBEIRO E CIA LTDA - LJ.07,SM.ALVORADA REDE,AV.CAPITAO GOMES,145,BOA VISTA,ITAJUBA,MG,32;88;92;155;183;193;906,-22.4254248,-45.4620992,rua
10285,MAGLIONI RIBEIRO E CIA LTDA - LJ.02,ALVORADA-REDE,R.GUARDA MOR LUSTOSA,240,CENTRO,OURO FINO,MG,2;27;53;89;97;144,-22.283056,-46.369167,cidade
10286,MAGLIONI RIBEIRO E CIA LTDA - LJ.05,ALVORADA-REDE,AV.VICENTE SIMOES,66,CENTRO,POUSO ALEGRE,MG,29;40;54;81;159;192;926,-22.2278086,-45.9250908,rua
10287,MAGLIONI RIBEIRO & CIA LTDA - LJ.01,SM.ALVORADA REDE,R.COMENDADOR CUSTODIO RIBEIRO,99,CENTRO,SANTA RITA DO SAPUCAI,MG,14;36;62;80;183;193;926,-22.2491574,-45.7040712,rua
10288,EMPRESAS GOMES LTDA,GOMES SUPERMERCADOS,R BARBARA HELIODORA,301,CARIOCA,SAO LOURENCO,MG,39;43;82,-22.106239,-45.0592012,rua
10296,CESAR AUGUSTO LEAL DA SILVA,CESAR AUGUSTO LEAL DA SILVA,R.GUILHERME GOUVEIA VILELA,36,SANTA RITA,CAXAMBU,MG,85,-21.9702855,-44.931089,rua
10300,MARIA DO CARMO DE SOUZA,MARIA DO CARMO DE SOUZA,RUA JOAO MANCILHA NETO,26,SANTA TEREZINHA,CAXAMBU,MG,85;922,-21.9843599,-44.9301074,rua
10302,BENJAMIN DIMAS RANGEL,BENJAMIN DIMAS RANGEL,R.AV.ANTONIO FERREIRA SILVA,45,CAXAMBU,CAXAMBU,MG,55;58;93,-21.9755872,-44.9311403,cidade
10303,CASA NATAL COM.DE CEREAIS LTDA EPP,CASA NATAL COM.DE CEREAIS LTDA,AV.DR.HENRIQUE MONAT,615,BELVEDERE,CAXAMBU,MG,55;58;93,-21.9755872,-44.9311403,cidade
10310,JOSE MARIA DONATI,JOSE MARIA DONATI,R.FIM DO MUNDO,905,FIM DO MUNDO,JACUTINGA,MG,2;27;53;97,-22.285833,-46.612222,cidade
10312,SEMEI SANTANA NAIA LTDA,PARAISO PAD/CONV,PC.GOV.BENEDITO VALADARES,102,CENTRO,VARGINHA,MG,18;44;83;102,-21.5565914,-45.4340674,cidade
10314,JOAO ADEMIR DA COSTA ME,JOAO ADEMIR DA COSTA ME,AV. TIRADENTES,515,CENTRO,CAMBUI,MG,51;56;98;116;923,-22.6157122,-46.0560962,rua
10315,TELES GUIMARAES CIA LTDA ME,MERC.GUIMARAES,R.GERALDINO CAMPISTA,26,SANTO ANTONIO,ITAJUBA,MG,32;52;72;156,-22.434292,-45.4685763,rua
10320,BATUTA SUPERMERCADO LTDA EPP,BATUTA SUPERMERCADO LTDA EPP,R.ANTONIO P.DE CARVALHO,156,CENTRO,IBITIURA DE MINAS,MG,96;106;135,-22.060833,-46.439722,cidade
10324,JOSE ALEXANDRE LOPES E CIA LTDA,JOSE ALEXANDRE LOPES E CIA LTD,AV.DR.DEMOSTENES RIO BRANCO,9,VILA NOVA,SANTA RITA DE CALDAS,MG,89;90;107;109,-22.0266964,-46.3253011,rua
10326,CARLOS DONIZETE RAMOS,CARLOS DONIZETE RAMOS,PC.PADRE ALDERIGO,151,CENTRO,SANTA RITA DE CALDAS,MG,89;90;107;109,-22.028889,-46.336944,cidade
10327,ASTOLPHO GONCALVES SUPERMERCADO LTDA,SM.AVENIDA RD.UNISUL,AV.SINHA MOREIRA,118,CENTRO,SANTA RITA DO SAPUCAI,MG,14;36;62;80;183;193;906,-22.2548436,-45.7043356,rua
10328,MARIA BERNADETE G.FERREIRA ME,MARIA BERNADETE G.FERREIRA ME,DAS SAUDADES,147,YARA,POUSO ALEGRE,MG,40;61;81;167,-22.2407399,-45.9434934,rua
10333,MERCEARIA KISSKAUANE LTDA,MERCEARIA KISSKAUANE LTDA,AV.CAMILO DE BARROS LAROIA,575,CIDADE JARDIM,POUSO ALEGRE,MG,29;40;67;159,-22.2343858,-45.9327241,cidade
10334,SUPERMERCADO DO VALE LTDA,SUPERMERCADO DO VALE LTDA,AV.FREDERICO DE PAULA CUNHA,486,MARISTELA,SANTA RITA DO SAPUCAI,MG,14;36;62;80,-22.2450893,-45.7072951,rua
10335,PAN.ALVAREZ LTDA,PAN.ALVAREZ LTDA,R. XV DE NOVEMBRO,99,CENTRO,SAO LOURENCO,MG,39;43;82,-22.1175862,-45.0601835,rua
10339,PANIFICADORA KI SABOR LTDA,PANIFICADORA KI SABOR LTDA,AV.DAMIAO JUNQUEIRA DE SOUZA,190,FEDERAL,SAO LOURENCO,MG,39;43;82,-22.1096316,-45.0384915,rua
10341,LUGEMAR PADARIA LTDA,LUGEMAR PADARIA LTDA,R.SAO JOSE,230,CARIOCA,SAO LOURENCO,MG,39;43;82,-22.1067849,-45.0612226,rua
10342,N F SUPERMERCADOS LTDA,SUPERMERCADOS CARROSSEL,PC.DR.HUMBERTO SANCHES,105,CENTRO,SAO LOURENCO,MG,39;43;82;85;922,-22.1178414,-45.0503801,rua
10346,NISHIMODA SUPERMERCADO LTDA,NISHIMODA SUPERMERCADO LTDA,ROD. MG 290   KM 55,S/N,CENTRO,OURO FINO,MG,2;27;53;97;144,-22.283056,-46.369167,cidade
10351,DIVINO TELES DE OLIVEIRA & CIA LTDA,SM.OLIVEIRA,PC.RENATO FRANCO BUENO,80,CENTRO,MONTE SIAO,MG,2;27;53;97,-22.43791,-46.5714507,rua
10352,PANIFICADORA ROCHA 2 LTDA,ADELIA ROCHA DA SILVA ME,"PC.MENOTTI D ARCA, 270 A",,CENTRO,CAMPO BELO,MG,23;46;63;177,-20.8975,-45.277223,cidade
10353,CB SUPERMERCADO LTDA,CB SUPERMERCADO LTDA,R.CARDOSAO,80,CENTRO,CAMPO BELO,MG,23;46;63;177,-20.8915686,-45.2757779,rua
10357,SUPERMERCADO DU NIDI LTDA - ME,SUPERMERCADO DU NIDI LTDA - ME,AV.RIO BRANCO,510,CENTRO,CAMANDUCAIA,MG,16;31;59;117,-22.7531254,-46.1407274,rua
10363,SUPER SUPER OBA OBA LTDA,SUPER SUPER OBA OBA LTDA,R.PRESIDENTE ANTONIO CARLOS,363,CENTRO,VARGINHA,MG,18;44;83;102,-21.5560398,-45.4360663,rua
10372,ANTONIO NAIRTON DE SOUZA,ANTONIO NAIRTON DE SOUZA,PC.WENCESLAU BRAS,2,CENTRO,ITAJUBA,MG,92;94;155;183,-22.4238234,-45.4524156,cidade
10375,ANA MARIA FIGUEREDO SILVA,ANA MARIA FIGUEREDO SILVA,PC.DR.GARCIA COUTINHO LJ02,2,CENTRO,POUSO ALEGRE,MG,184,-22.2343858,-45.9327241,cidade
10376,GEMELO COMERCIO E IND.LTDA,GEMELO COMERCIO E IND.LTDA,R.SANTANA,90,CENTRO,LAVRAS,MG,129,-21.2389115,-44.9986572,rua
10377,SUPERMERCADOS REX LTDA,SUPERMERCADOS REX LTDA,AV.JOSE POSSATO,163,PARQUE BOCAINA,LAVRAS,MG,19;48;68;130;900,-21.2658528,-44.9957881,rua
10380,COMERCIAL MAIOLINI LTDA,S.JUDAS TADEU,AV.MAJOR VENANCIO,361,CENTRO,VARGINHA,MG,50;60;84;101;123,-21.5612451,-45.4383433,rua
10385,LUPERCILIO CANTUARIA ROCHA ME,DOCES SERRA DOURADA,AV.PAULO CHIRADIA,44,SAO VICENTE,ITAJUBA,MG,88;92;94;155,-22.4238234,-45.4524156,cidade
10387,G & J LTDA,G & J LTDA,R.ADOLFO OLINTO,451,CENTRO,POUSO ALEGRE,MG,29;67;157;159,-22.2299137,-45.9358238,rua
10389,MERCEARIA IRMAOS CARVALHO LTDA - ME,MERC.IRMAOS CARVALHO LTDA,OLEGARIO MACIEL,47,CENTRO,POUSO ALEGRE,MG,29;67;157;159,-22.2264243,-45.9341629,rua
10399,ENEIDA MARIA PEREIRA GUIMARAES,NOVA PAD.,R.JOSE ALBERTO PELUCIO,39,CENTRO,BAEPENDI,MG,55;58;93,-21.9587493,-44.8894098,rua
10401,PAD.CONF.BAEPENDI LTDA,PAD.SUPER PAO,R.DR.CORNELIO MAGALHAES,78,CENTRO,BAEPENDI,MG,55;58;93,-21.9598481,-44.8905565,rua
10402,JOSE BENEDITO SIQUEIRA,JOSE BENEDITO SIQUEIRA,R.MANOEL ANTONIO,109,CENTRO,BAEPENDI,MG,55;58;93,-21.9590174,-44.88707,rua
10409,ANISIO R.DOS SANTOS E CIA LTDA,MERC.DO ANIZIO,R.CEL.VICENTE SEIXAS,5,CENTRO,BAEPENDI,MG,55;58;93,-21.9707501,-44.8955772,rua
10413,CARVALHO A.COM BEB E CARNES,CARVALHO A.COM BEB E CARNES,VIA RAMON,22,CARIOCA,SAO LOURENCO,MG,39;43;82,-22.1034571,-45.0526066,rua
10415,JOSE DONIZETE DA SILVA,JOSE DONIZETE DA SILVA,AV.GETULIO VARGAS,1660,VILA CARNEIRO,SAO LOURENCO,MG,39;43;82,-22.13707,-45.0540032,rua
10416,BAR DO RAFFAELE LTDA,BAR DO RAFFAELE LTDA,AV.PAULO CHIARADIA,32,SAO VICENTE,ITAJUBA,MG,88;92;94;155;183,-22.427632,-45.4539304,rua
10420,REGIS LIOMAR LISBOA,LANCHONETE MORRO CHIC,R.JOSE GOMES BUSTAMONTE,17,MORRO CHIC,ITAJUBA,MG,88;92;94;155,-22.4238234,-45.4524156,cidade
10428,MERCEARIA TONINHO LTDA,MERCEARIA TONINHO LTDA,R.IPIRANGA,339,CENTRO,CALDAS,MG,96;106;135,-21.9232093,-46.3849032,rua
10436,NEVES & NEVES PANIFICADORA LTDA  ME,NEVES & NEVES PANIFICADORA LTD,"AV.VAZ MONTEIRO , 220 B",,CENTRO,LAVRAS,MG,48;68;129;130,-21.2275308,-45.0029908,rua
10437,PANF.PRINCESA LTDA,PANF.PRINCESA LTDA,PC.JOAO PESSOA,99,CENTRO,VARGINHA,MG,50;60;84;101,-21.5487729,-45.4425698,rua
10446,PAD.E CONF.CAPRICHOSA LTDA,PAD.E CONF.CAPRICHOSA LTDA,R.CHAGAS DORIA,214,CENTRO,LAVRAS,MG,19;48;68;130,-21.2478987,-45.0066152,rua
10476,CRISTIANO DE OLIVEIRA MACIEL E CIA LTDA - ME,MERCEARIA DO LUIZ,R.FERROVIARIO JORGE CURY,107,CENTRO,SOLEDADE DE MINAS,MG,17;34;91,-22.0576559,-45.0451648,rua
10488,ELIZABETH ALVES,ELIZABETH ALVES,AV.19 DE OUTUBRO,440,JARDIM AEROPORTO,POUSO ALEGRE,MG,40;61;81;167,-22.2779374,-45.920996,rua
10491,LAZARO BENEDITO REZENDE ME,LAZARO BENEDITO REZENDE ME,AV.CAPITAO OSVINO P.DE SOUZA,161,SAO CRISTOVAO,POUSO ALEGRE,MG,40;61;81;167,-22.2343858,-45.9327241,cidade
10493,MERC.VERA LUCIA DA SILVA OLIVEIRA LTDA,MERC.VERA LUCIA DA SILVA OLIVE,R.LODONIO FERREIRA CORTES,126,JD MARIOSA,POUSO ALEGRE,MG,184,-22.2343858,-45.9327241,cidade
10497,REGINA MAURA SILVA ALMEIDA,REGINA MAURA SILVA ALMEIDA,R.JOSE AGRIPINO RIOS,50,JD.OLIMPICO,POUSO ALEGRE,MG,184,-22.2343858,-45.9327241,cidade
10499,MARIA CELESTE A.OLIVEIRA,PAES/DOCES FOCH2,R.JOSEFINA FERREIRA BOLZAN,82,FOCH  2,POUSO ALEGRE,MG,40;61;81;167,-22.251319,-45.9253287,rua
10512,AUGUSTO VIEIRA DE SOUZA,SM.VIERIRA,R.PAPA JOAO XXIII,190,CENTRO,IPUIUNA,MG,89;90;107;109,-22.0999268,-46.1885306,rua
10514,ANTONIO DE OLIVEIRA FIGUEREDO EPP,SM.PORTUGUES,R.PREF.JOAO BATISTA FILHO,102,CENTRO,IPUIUNA,MG,89;90;107;109,-22.0993203,-46.1896557,cidade
10518,SUPERMERCADO PEREZ E SOUZA LTDA - EPP,SUPERMERCADO SILVA E SOUZA LTD,RUA PREFEITO JOAO BATISTA FILHO,69,CENTRO,IPUIUNA,MG,89;90;107;109,-22.0985785,-46.1920615,rua
10528,MARIA ELIZABETH DA SILVA MARQUES - MERCEARIA,MARIA ELIZABETH DA SILVA MARQU,AV PR. MARIALDA DE OLIV.CARVALHO,15,NOSSA SENHORA DE GUADALUPE,POUSO ALEGRE,MG,61;81;157;167,-22.2343858,-45.9327241,cidade
10531,PAN.IMACULADO CORACAO DE MARIA LTDA,PAN.IMACULADO CORACAO DE MARIA,AV.EVARSITO GOMES GUERRA,1095,JD.GLORIA,LAVRAS,MG,129;904,-21.2425512,-44.9991978,cidade
10535,MARIA DE FATIMA BERNARDES SOUZA,MARIA DE FATIMA BERNARDES SOUZ,R.CAPITAO FRANCISCO LIMA,426,CENTRO,NEPOMUCENO,MG,20;66;71;178,-21.2363137,-45.2356138,rua
10536,LEITERIA TRADICIONAL LTDA,TRADICIONAL LEITERIA,R DOUTOR ERNANE VILELA LIMA,1139,CENTRO,NEPOMUCENO,MG,20;66;71;178,-21.2333784,-45.2380443,rua
10546,PAES E BOLOS NETTO LTDA,PAES E BOLOS NETTO LTDA,PRACA CONEGO VITOR,65,CENTRO,TRES PONTAS,MG,47;69;95;924,-21.3686224,-45.5122937,cidade
10552,SUPERMERCADO NOVA BORDA LTDA ME,SUPERMERCADO NOVA BORDA LTDA M,R.ALVARINA PEREIRA CINTRA,180,CENTRO,BORDA DA MATA,MG,81;89;90;107;109;144;192,-22.274167,-46.165278,cidade
10556,PANIFICADORA CARDIAL LTDA - ME,PANIF.CARDIAL LTDA,AV.CEL.JOAQUIM ROBERTO DUARTE,173,OTAVIO CAMILO LACERDA,POUSO ALEGRE,MG,29;67;157;159,-22.2343858,-45.9327241,cidade
10557,PANIF.LAPRON LTDA,PANIF.LAPRON LTDA,AV.CEL.JOAQUIM ROBERTO DUARTE,615,N.S.APARECIDA,POUSO ALEGRE,MG,29;67;157;159,-22.2343858,-45.9327241,cidade
10564,JOAO ALVES DE MORAES FILHO,JOAO ALVES DE MORAES FILHO,PC.GERONCIO FRANCO COELHO,28,N.S.APARECIDA,POUSO ALEGRE,MG,29;67;157;159,-22.2343858,-45.9327241,cidade
10565,AGENOR FRANCISCO CUSTODIO,PADARIA SANTO ANTONIO,PC.JOSE CUSTODIO FERREIRA,127,SANTO ANTONIO,POUSO ALEGRE,MG,61;81;157;167,-22.2222352,-45.9398483,rua
10566,MERCADINHO KAMIMURA MACHADO LTDA,MERCADINHO KAMIMURA MACHADO LT,PC.VER.JOSE CUSTODIO FERREIRA,137,SANTO ANTONIO,POUSO ALEGRE,MG,61;81;157;167,-22.2343858,-45.9327241,cidade
10571,PALACIO DAS VITAMINAS LTDA,PALACIO DAS VITAMINAS LTDA,PC.DOUTOR GARCIA COUTINHO,S/N,CENTRO,POUSO ALEGRE,MG,40;61;81;167,-22.2296273,-45.9373932,rua
10572,RODRIGUES & RODRIGUES SUPERMERCADOS LIMITADA,SM.CENTRAL,AV.DUQUE DE CAXIAS,260,CENTRO,POUSO ALEGRE,MG,40;54;61;67;81;159;167;192;902;949;950,-22.2316489,-45.9391055,rua
10576,OSORIO JOSE BARBOSA ME,OSORIO JOSE BARBOSA ME,AV.VER.ANTONIO DA COSTA RIOS,997,SAO GERALDO,POUSO ALEGRE,MG,184,-22.2343858,-45.9327241,cidade
10578,SUPERMERCADO POKA LTDA,SUPERMERCADO POKA LTDA,RUA PREFEITO PEDRO MOREIRA BORGES,164,CENTRO,ESTIVA,MG,29;40;54;67;167,-22.4654427,-46.0169446,rua
10583,IRMAOS BELIZARIO LTDA,IRMAOS BELIZARIO LTDA,R.PEREIRA,379,CENTRO,ESTIVA,MG,29;40;54;67;167,-22.4691915,-46.0149247,rua
10584,SUPERMERCADO GERALDO LTDA,SUPERMERCADO GERALDO LTDA,AV.PERIMETRAL PEDRO BORGES,10,CENTRO,ESTIVA,MG,29;40;54;67;167;192;926,-22.4638686,-46.0182101,cidade
10590,HIPER TETRA SUPERMERCADOS LTDA,SM.TETRA,R.BENJAMIM CONSTANT,175,CENTRO,EXTREMA,MG,11;139;140;141;143,-22.8548355,-46.3184553,cidade
10599,SUPERMERCADO E QUITANDA MINEIRA E CIA LTDA.,SM.QUITANDA MINEIRA,R.CAPITAO MANOEL GOMES,326,CENTRO,BRASOPOLIS,MG,14;36;62;80,-22.4714244,-45.618834,rua
10603,JOSE JORGE MACIEL LTDA,JOSE JORGE MACIEL LTDA,AV.CAMILO SOARES,696,CENTRO,CAXAMBU,MG,85,-21.9838188,-44.9364961,rua
10610,MAIRA MOTA ME,PAPELARIA MOTA,R.CEL.RIBEIRO PEREIRA,900,CENTRO,PASSA QUATRO,MG,55;58;93,-22.3893803,-44.9666039,cidade
10612,JOSE HORLANDO DE SOUZA & CIA,PAD.SABOR E PAO,R.DR.DANIEL DE CARVALHO,213,SANTA TEREZINHA,PASSA QUATRO,MG,55;58;93,-22.3893803,-44.9666039,cidade
10613,NILTON LEITE ME,NILTON LEITE ME,R.DR.DANIEL DE CARVALHO,286,SANTA TEREZINHA,PASSA QUATRO,MG,55;58;93,-22.3893803,-44.9666039,cidade
10614,OLIVEIRA & BARBOSA LTDA,OLIVEIRA & BARBOSA LTDA,R.FRANCISCO DE BARROS,82,SANTA TEREZINHA,PASSA QUATRO,MG,55;58;93,-22.3893803,-44.9666039,cidade
10616,JL E EVB PANIF.E LANCH.LTDA,PAD.PRIMON,R.MAJOR JOSE RIBEIRO,145,SANTA TEREZINHA,PASSA QUATRO,MG,55;58;93,-22.3822616,-44.9677632,rua
10623,PANIFICACAO SAO LOURENCO LTDA,PANIFICACAO SAO LOURENCO LTDA,R.DR.OLAVO GOMES PINTO,281,CENTRO,SAO LOURENCO,MG,39;43;85,-22.1207662,-45.052268,rua
10630,ROSANA MARIA COSTA SENNA,FAB.SORV.K BOM,AV.DANIEL DE CARVALHO,62,ESTACAO,SAO LOURENCO,MG,39;85,-22.1128875,-45.0499192,rua
10631,LANCHONETE REI DO PERNIL LTDA,LANCHONETE REI DO PERNIL LTDA,R.DOM PEDRO II,303,CENTRO,SAO LOURENCO,MG,39;82;85,-22.116389,-45.054167,cidade
10642,SUPERMERCADO MOADI EIRELI,SUPERMERCADO MOADI EIRELI,RUA DR ARLINDO LUZ,48,CENTRO,ITANHANDU,MG,17;34;91,-22.2946651,-44.9360873,rua
10644,SUPERMERCADO BOA ESPERANCA LTDA,SUPERMERCADO BOA ESPERANCA LTD,RUA NICOLAU SCARPA,201,CENTRO,ITANHANDU,MG,17;34;91,-22.297357,-44.9341856,rua
10646,GILBERTO AP.MARINHO,REST.BEIJA FLOR,R.PEDRO CUNHA,657,CENTRO,ITANHANDU,MG,17;34;91,-22.299064,-44.9410859,rua
10649,RESTAURANTE E LANCH. KENTAK LTDA ME,RESTAURANTE E LANCH. KENTAK LT,"AV.PROF.BRITO , 33 A",,CENTRO,ITANHANDU,MG,17;34;91,-22.2981098,-44.9355811,rua
10652,MARIA DO CARMO GOUVEIA FERREIRA ME,MERC/PAD.2IRMAOS,"R.DR.GABRIEL RIBEIRO FERRAZ, 10 LJ 01",,CENTRO,CRISTINA,MG,88;92;94;155,-22.212222,-45.264167,cidade
10654,BAR IRMAOS MOREIRA LTDA,BAR DO MUNDICO,R.COM.JOAO CARNEIRO,23,CENTRO,CRISTINA,MG,88;92;94;155,-22.212222,-45.264167,cidade
10663,J.J.FARIA SUPERMERCADOS LTDA LJ 02,J.J.FARIA SUPERMERCADOS LTDA L,PC.MONSENHOR CASTRO,105,CENTRO,CANDEIAS,MG,23;46;63;177,-20.7676161,-45.2763777,cidade
10664,IRMAOS TEIXEIRA RODRIGUES LTDA,IRMAOS TEIXEIRA RODRIGUES LTDA,PCA PADRE JOSE HERLEY DE ALMEIDA,41,CENTRO,CANDEIAS,MG,23;46;63;177,-20.7676161,-45.2763777,cidade
10665,LEANDRO WAGNER MARTINS E CIA LTDA,SM.J.A,R.JOAO PINTO MIRANDA,293,CRUZEIRO,CANDEIAS,MG,23;46;63;177,-20.7756679,-45.2683576,rua
10668,COMERCIAL GIMENES E OLIVEIRA LTDA,COMERCIAL GIMENES E OLIVEIRA L,RUA FRANCISCO SALES,308,CENTRO,POUSO ALEGRE,MG,81,-22.2324344,-45.9422321,rua
10669,BAR A.J. LTDA,BAR A.J. LTDA,R.SILVIANO BRANDAO,392,CENTRO,POUSO ALEGRE,MG,40;61;81;167,-22.2335271,-45.9415904,rua
10670,CARLOS CLAUDINEY DE FARIA,ANTONIO CLARET BARBOSA,AV ALTIDOURO DA COSTA RIOS,190,BELO HORIZONTE,POUSO ALEGRE,MG,184,-22.2282992,-45.898886,rua
10671,SORVETERIA TIRADENTES ME,SORVETERIA TIRADENTES ME,R.TIRADENTES,330,CENTRO,POUSO ALEGRE,MG,40;61;81;167,-22.2323411,-45.9418649,rua
10673,MARIA DO CARMO PEREIRA DA SILVA,MARIA DO CARMO PEREIRA DA SILV,R.JOSE FERREIRA DE LIMA,161,JD.FREDERICO,POUSO ALEGRE,MG,61;81;157;167,-22.2343858,-45.9327241,cidade
10680,CESUL COMERCIAL ESTRELA DO SUL LTDA,CESUL COMERCIAL ESTRELA DO SUL,R.DUQUE DE CAXIAS,150,CENTRO,BORDA DA MATA,MG,81;89;90;107;109,-22.2707941,-46.1618518,rua
10681,MINI MERCADO IRMAOS MACHADO LTDA,MERC.IRMAOS MACHADO,AV JOAO OLIVIO MEGALE,690,CENTRO,BORDA DA MATA,MG,81;89;90;107;109,-22.274167,-46.165278,cidade
10682,RUI BARBOSA,RUI BARBOSA,R.OSVALDO BARBOSA DIAS,180,N.S.DE FATIMA,BORDA DA MATA,MG,81;89;90;107;109,-22.274167,-46.165278,cidade
10687,PANIF.E CONF.FLOR DA MATA LTDA,PANIF.E CONF.FLOR DA MATA LTDA,R.DUQUE DE CAXIAS,520,N.S.APARECIDA,BORDA DA MATA,MG,81;89;90;107;109,-22.2671341,-46.1543718,rua
10689,PANIFICADORA PRIMOR LTDA ME,PANIFICADORA PRIMOR LTDA ME,RUA CALCADAO S MONTEIRO DE CARVALHO,32,CENTRO,BORDA DA MATA,MG,81;89;90;107;109,-22.274167,-46.165278,cidade
10693,PANIFICADORA MOREIRA MAGALHAES EIRELI,PANIFICADORA MOREIRA MAGALHAES,AVE JACI LARAIA VIEIRA,20,JARDIM GUANABARA,POUSO ALEGRE,MG,29;67;157;159,-22.2343858,-45.9327241,cidade
10704,DIDI RESTAURANTE & BAR LTDA,DIDI RESTAURANTE BAR,RODOVIA BR 265,59,LAGOINHA,NEPOMUCENO,MG,20;66;71;178,-21.2344929,-45.1965929,rua
10707,RESTAURANTE E CHURRASCARIA GRILL LTDA,CHURRASCARIA LAVRAS GRILL,ROD BR 265,0,GATO PRETO,LAVRAS,MG,129,-21.2425512,-44.9991978,cidade
10712,PADARIA SANTA TEREZINHA DE VARGINHA LTDA - EPP,PAD.STA TEREZINHA,AV.FRANCISCO NAVARRO,573,JD.ANDERE,VARGINHA,MG,18;44;83;102,-21.5629714,-45.4368078,rua
10714,SUPERMERCADO MAFRA LTDA,SUPERMERCADO MAFRA LTDA,AV.FERNANDO COSTA,485,CENTRO,ITANHANDU,MG,17;34;91,-22.2991792,-44.9363305,rua
10719,SUPERMERCADO KURIHARA LOJA 01,KURIHARA LOJA 01,PCA PRESIDENTE VARGAS,89,CENTRO,EXTREMA,MG,11;139;140;141;143,-22.8548355,-46.3184553,cidade
10724,SUPERMERCADO KURIHARA LTDA LOJA 02,KURIHARA LOJA 02,AV.ALCEBIADES GILLI,233,CENTRO,EXTREMA,MG,11;139;140;141;143,-22.8548355,-46.3184553,cidade
10727,CASA DE CARNES E MERCEARIA MARQUINHOS LTDA - ME,ACOU MERC MARQUINHO,R.MANOEL ANTONIO ARAUJO,322,ANGOLA,GUAXUPE,MG,10;42;86;172,-21.3016314,-46.7142243,rua
10747,MARIA IVONE FERNANDES ME,SM.PROLAR,R.LEOPOLDINO MARIANO,53,CENTRO,ITAPEVA,MG,16;31;59;117,-22.7663005,-46.22218,rua
10750,SUPERMERCADO TENORIO LTDA,SUPERMERCADO TENORIO LTDA,PC. VIRGILIO DE MELO FRANCO,126,CENTRO,BUENO BRANDAO,MG,89;90;107;109,-22.441421,-46.3475825,cidade
10751,SUPERMERCADO PADUA LTDA ME,SUPERMERCADO PADUA LTDA ME,R.BENJAMIM CONSTANT,265,CENTRO,BUENO BRANDAO,MG,89;90;107;109,-22.441421,-46.3475825,cidade
10753,FABIO LEMES GARCIA EPP,CASA GARCIA,AV.ALVARENGA PEIXOTO,348,CENTRO,INCONFIDENTES,MG,89;90;107;109,-19.9599367,-44.0364957,rua
10757,JOSE CARLOS VAZ ME,PADARIA,R.LUIZ FERRARI,87,CENTRO,ALBERTINA,MG,2;27;53;97,-22.198758,-46.6266598,rua
10758,JOAO APARECIDO PARMEZANI,SM.ROMA,PCA JOSE CORRADI,160,CENTRO,ALBERTINA,MG,2;27;53;97,-22.200556,-46.615556,cidade
